P. Name,P. Zone Class,P. Composition Class,P. Mass (EU),P. Radius (EU),P. Gravity (EU),P. Ts Mean (K),P. Period (days),P. Mean Distance (AU),S. Constellation,P. Habitable,P. Disc. Year
KOI-2753.01,Hot,rocky-iron,0.66,0.92,0.78,2051.2,0.94,0.02,Lyr,0,2015
KOI-2754.01,Hot,rocky-iron,1.12,1.08,0.96,2000.1,1.34,0.02,Dra,0,2015
KOI-2755.01,Hot,rocky-iron,0.49,0.84,0.69,938.7,8.48,0.08,Lyr,0,2015
KOI-2756.01,Hot,rocky-iron,0.81,0.98,0.85,2101.6,0.67,0.02,Cyg,0,2015
KOI-2756.02,Hot,rocky-iron,0.66,0.92,0.78,1084.5,5.07,0.06,Cyg,0,2015
KOI-2759.01,Hot,rocky-iron,0.84,0.99,0.86,1467.2,1.08,0.02,Cyg,0,2015
KOI-2760.01,Hot,rocky-iron,14.95,2.19,3.12,363.8,56.57,0.25,Lyr,0,2015
KOI-2764.01,Hot,rocky-iron,1.74,1.23,1.15,808.4,2.25,0.03,Cyg,0,2015
KOI-2768.03,Hot,rocky-iron,2.66,1.39,1.38,767.5,11.83,0.10,Lyr,0,2015
KOI-2770.01,Warm,rocky-iron,18.80,2.31,3.52,249.4,205.38,0.59,Cyg,1,2015
KOI-2775.01,Hot,rocky-iron,19.91,2.34,3.64,720.8,17.58,0.12,Lyr,0,2015
KOI-2778.01,Hot,rocky-iron,4.82,1.64,1.79,1322.6,2.22,0.03,Cyg,0,2015
KOI-2779.01,Hot,rocky-iron,10.51,2.01,2.60,599.2,34.46,0.20,Cyg,0,2015
KOI-2780.01,Hot,rocky-iron,12.80,2.11,2.88,1343.8,3.35,0.04,Cyg,0,2015
KOI-2783.01,Hot,rocky-iron,0.45,0.82,0.67,1476.9,0.53,0.01,Cyg,0,2015
KOI-2784.01,Hot,rocky-iron,3.02,1.44,1.45,1794.5,4.14,0.05,Lyr,0,2015
KOI-2785.01,Hot,rocky-iron,6.69,1.79,2.09,1261.8,4.77,0.06,Lyr,0,2015
KOI-2786.01,Hot,rocky-iron,14.38,2.17,3.05,739.7,44.62,0.26,Cyg,0,2015
KOI-2789.01,Hot,rocky-iron,1.56,1.19,1.10,1271.4,3.40,0.04,Cyg,0,2015
KOI-2790.01,Hot,rocky-iron,0.84,0.99,0.86,649.7,14.01,0.10,Cyg,0,2015
KOI-2791.01,Hot,rocky-iron,3.32,1.48,1.52,608.6,27.57,0.17,Cyg,0,2015
KOI-2792.01,Hot,rocky-iron,0.26,0.69,0.55,1704.8,2.13,0.03,Dra,0,2015
KOI-2793.01,Hot,rocky-iron,13.31,2.13,2.93,581.1,4.50,0.04,Lyr,0,2015
KOI-2793.02,Hot,rocky-iron,3.32,1.48,1.52,768.5,1.77,0.02,Lyr,0,2015
KOI-2797.01,Hot,rocky-iron,6.83,1.80,2.11,2121.4,0.87,0.02,Cyg,0,2015
KOI-2798.01,Hot,rocky-iron,0.17,0.60,0.46,1235.2,0.92,0.02,Cyg,0,2015
KOI-2801.01,Hot,rocky-iron,1.84,1.25,1.18,1460.2,6.99,0.08,Cyg,0,2015
KOI-2802.01,Hot,rocky-iron,6.01,1.74,1.98,1365.6,3.85,0.05,Lyr,0,2015
KOI-2803.01,Hot,rocky-iron,0.08,0.48,0.36,1248.9,2.38,0.03,Cyg,0,2015
KOI-2805.01,Hot,rocky-iron,0.44,0.81,0.66,1743.2,1.88,0.03,Cyg,0,2015
KOI-2806.01,Hot,rocky-iron,10.94,2.03,2.65,535.8,24.75,0.15,Cyg,0,2015
KOI-2812.01,Hot,rocky-iron,25.93,2.48,4.22,513.4,76.61,0.35,Lyr,0,2015
KOI-2813.01,Hot,rocky-iron,0.31,0.73,0.59,1593.2,0.70,0.01,Cyg,0,2015
KOI-2815.01,Hot,rocky-iron,0.16,0.59,0.46,1451.0,1.55,0.02,Cyg,0,2015
KOI-2816.01,Hot,rocky-iron,2.66,1.39,1.38,1487.9,1.29,0.02,Dra,0,2015
KOI-2817.01,Hot,rocky-iron,3.09,1.45,1.47,1756.3,0.63,0.01,Lyr,0,2015
KOI-2820.01,Hot,rocky-iron,1.27,1.12,1.01,1197.4,3.01,0.04,Cyg,0,2015
KOI-2822.01,Hot,rocky-iron,9.51,1.96,2.47,1106.6,4.45,0.05,Cyg,0,2015
KOI-2827.01,Hot,rocky-iron,1.43,1.16,1.06,861.1,7.06,0.07,Lyr,0,2015
KOI-2829.01,Hot,rocky-iron,2.22,1.32,1.28,912.9,10.61,0.10,Lyr,0,2015
KOI-2830.01,Hot,rocky-iron,15.24,2.20,3.15,643.7,40.53,0.25,Cyg,0,2015
KOI-2832.01,Hot,rocky-iron,0.87,1.00,0.87,1093.0,3.58,0.04,Lyr,0,2015
KOI-2833.01,Hot,rocky-iron,1.84,1.25,1.18,2112.9,1.79,0.03,Cyg,0,2015
KOI-2834.01,Warm,rocky-iron,23.60,2.43,4.00,300.4,136.21,0.46,Lyr,1,2015
KOI-2835.01,Hot,rocky-iron,2.94,1.43,1.44,643.7,6.31,0.05,Lyr,0,2015
KOI-2836.01,Hot,rocky-iron,2.05,1.29,1.23,1024.4,2.94,0.04,Cyg,0,2015
KOI-2837.01,Hot,rocky-iron,9.13,1.94,2.43,1148.0,13.32,0.12,Cyg,0,2015
KOI-2838.01,Hot,rocky-iron,0.40,0.79,0.64,919.6,7.70,0.08,Cyg,0,2015
KOI-2838.02,Hot,rocky-iron,0.23,0.66,0.52,1071.1,4.77,0.06,Cyg,0,2015
KOI-2839.01,Hot,rocky-iron,2.00,1.28,1.22,807.2,2.16,0.03,Lyr,0,2015
KOI-2840.01,Hot,rocky-iron,0.40,0.79,0.64,1140.6,3.68,0.04,Cyg,0,2015
KOI-2840.02,Hot,rocky-iron,0.33,0.74,0.60,906.9,7.45,0.07,Cyg,0,2015
KOI-2842.02,Hot,rocky-iron,24.05,2.44,4.04,538.9,5.15,0.05,Lyr,0,2015
KOI-2842.03,Hot,rocky-iron,12.55,2.10,2.85,629.4,3.04,0.03,Lyr,0,2015
KOI-2845.01,Hot,rocky-iron,0.51,0.85,0.71,898.9,1.57,0.02,Cyg,0,2015
KOI-2848.01,Hot,rocky-iron,6.01,1.74,1.98,1074.3,13.79,0.12,Lyr,0,2015
KOI-2849.01,Hot,rocky-iron,0.87,1.00,0.87,930.1,5.96,0.06,Lyr,0,2015
KOI-2851.01,Hot,rocky-iron,6.98,1.81,2.13,1149.3,3.42,0.04,Cyg,0,2015
KOI-2851.02,Hot,rocky-iron,1.23,1.11,1.00,1586.4,1.24,0.02,Cyg,0,2015
KOI-2852.01,Hot,rocky-iron,3.02,1.44,1.45,2123.6,0.68,0.02,Cyg,0,2015
KOI-2853.01,Hot,rocky-iron,1.35,1.14,1.04,1403.7,1.41,0.02,Cyg,0,2015
KOI-2855.01,Hot,rocky-iron,0.78,0.97,0.83,1432.5,1.40,0.02,Lyr,0,2015
KOI-2857.01,Hot,rocky-iron,6.41,1.77,2.05,835.3,20.26,0.16,Lyr,0,2015
KOI-2857.02,Hot,rocky-iron,1.60,1.20,1.11,1143.0,7.44,0.08,Lyr,0,2015
KOI-2859.01,Hot,rocky-iron,0.21,0.64,0.50,1041.1,3.45,0.04,Cyg,0,2015
KOI-2859.02,Hot,rocky-iron,0.11,0.53,0.40,1239.0,2.01,0.03,Cyg,0,2015
KOI-2859.03,Hot,rocky-iron,0.14,0.57,0.44,967.8,4.29,0.05,Cyg,0,2015
KOI-2859.05,Hot,rocky-iron,0.21,0.64,0.50,898.5,5.43,0.05,Cyg,0,2015
KOI-2862.01,Hot,rocky-iron,6.69,1.79,2.09,363.7,24.58,0.13,Lyr,0,2015
KOI-2865.01,Hot,rocky-iron,1.89,1.26,1.19,1691.6,1.31,0.02,Cyg,0,2015
KOI-2866.01,Hot,rocky-iron,0.55,0.87,0.73,1868.8,1.29,0.02,Lyr,0,2015
KOI-2868.01,Hot,rocky-iron,21.88,2.39,3.83,792.2,10.65,0.09,Cyg,0,2015
KOI-2869.01,Hot,rocky-iron,1.65,1.21,1.12,1477.3,3.30,0.04,Cyg,0,2015
KOI-2871.01,Hot,rocky-iron,1.27,1.12,1.01,763.5,12.10,0.10,Cyg,0,2015
KOI-2871.02,Hot,rocky-iron,0.73,0.95,0.81,988.1,5.36,0.06,Cyg,0,2015
KOI-2877.01,Hot,rocky-iron,1.09,1.07,0.95,1075.9,5.31,0.06,Lyr,0,2015
KOI-2878.01,Hot,rocky-iron,0.53,0.86,0.72,871.6,3.90,0.04,Cyg,0,2015
KOI-2880.01,Hot,rocky-iron,2.22,1.32,1.28,1909.5,0.74,0.02,Cyg,0,2015
KOI-2883.01,Hot,rocky-iron,13.57,2.14,2.96,571.0,11.95,0.09,Cyg,0,2015
KOI-2886.01,Hot,rocky-iron,2.00,1.28,1.22,1601.1,0.88,0.02,Cyg,0,2015
KOI-2890.01,Hot,rocky-iron,1.47,1.17,1.07,899.2,8.99,0.08,Cyg,0,2015
KOI-2894.01,Hot,rocky-iron,2.34,1.34,1.30,822.9,10.31,0.09,Lyr,0,2015
KOI-2898.01,Hot,rocky-iron,22.72,2.41,3.91,698.4,25.38,0.17,Cyg,0,2015
KOI-2899.01,Hot,rocky-iron,4.51,1.61,1.74,955.2,5.77,0.06,Cyg,0,2015
KOI-2900.01,Hot,rocky-iron,19.53,2.33,3.60,471.8,46.15,0.23,Cyg,0,2015
KOI-2904.01,Hot,rocky-iron,1.12,1.08,0.96,774.0,16.36,0.13,Cyg,0,2015
KOI-2906.01,Hot,rocky-iron,1.43,1.16,1.06,944.4,13.91,0.11,Cyg,0,2015
KOI-2910.01,Hot,rocky-iron,15.54,2.21,3.18,654.7,15.36,0.11,Cyg,0,2015
KOI-2913.01,Hot,rocky-iron,0.13,0.55,0.42,1210.6,2.89,0.04,Lyr,0,2015
KOI-2914.01,Hot,rocky-iron,3.83,1.54,1.62,925.8,21.12,0.16,Lyr,0,2015
KOI-2915.01,Hot,rocky-iron,1.09,1.07,0.95,1247.3,5.06,0.06,Lyr,0,2015
KOI-2916.01,Hot,rocky-iron,0.73,0.95,0.81,2177.8,0.31,0.01,Lyr,0,2015
KOI-2920.01,Hot,rocky-iron,1.16,1.09,0.97,963.6,6.74,0.07,Lyr,0,2015
KOI-2921.01,Hot,rocky-iron,3.41,1.49,1.53,643.2,16.61,0.12,Lyr,0,2015
KOI-2923.01,Hot,rocky-iron,1.65,1.21,1.12,864.5,5.84,0.06,Lyr,0,2015
KOI-2924.01,Hot,rocky-iron,0.68,0.93,0.79,1153.3,2.28,0.03,Cyg,0,2015
KOI-2926.01,Hot,rocky-iron,16.14,2.23,3.25,474.4,12.29,0.09,Lyr,0,2015
KOI-2926.02,Hot,rocky-iron,9.51,1.96,2.47,601.2,5.54,0.05,Lyr,0,2015
KOI-2926.03,Hot,rocky-iron,23.60,2.43,4.00,406.9,20.96,0.12,Lyr,0,2015
KOI-2926.04,Hot,rocky-iron,12.31,2.09,2.82,339.9,37.63,0.18,Lyr,0,2015
KOI-2927.01,Hot,rocky-iron,21.88,2.39,3.83,723.0,24.44,0.17,Lyr,0,2015
KOI-2931.01,Hot,rocky-iron,6.41,1.77,2.05,360.1,99.25,0.38,Lyr,0,2015
KOI-2935.01,Hot,rocky-iron,3.83,1.54,1.62,720.7,27.88,0.18,Cyg,0,2015
KOI-2936.01,Hot,rocky-iron,0.66,0.92,0.78,903.3,6.48,0.06,Cyg,0,2015
KOI-2942.01,Hot,rocky-iron,14.38,2.17,3.05,743.7,13.84,0.11,Cyg,0,2015
KOI-2942.02,Hot,rocky-iron,17.10,2.26,3.35,625.7,24.28,0.16,Cyg,0,2015
KOI-2943.01,Hot,rocky-iron,2.47,1.36,1.33,501.1,54.41,0.28,Cyg,0,2015
KOI-2946.01,Hot,rocky-iron,11.16,2.04,2.68,759.2,15.14,0.12,Cyg,0,2015
KOI-2948.01,Hot,rocky-iron,1.31,1.13,1.02,1045.7,11.39,0.10,Lyr,0,2015
KOI-2949.01,Hot,rocky-iron,2.53,1.37,1.35,1206.7,10.17,0.10,Lyr,0,2015
KOI-2949.02,Hot,rocky-iron,1.31,1.13,1.02,1664.3,3.75,0.05,Lyr,0,2015
KOI-2951.01,Hot,rocky-iron,0.27,0.70,0.56,1273.6,2.44,0.03,Lyr,0,2015
KOI-2956.01,Hot,rocky-iron,0.34,0.75,0.60,1607.1,3.94,0.05,Lyr,0,2015
KOI-2957.01,Hot,rocky-iron,0.24,0.67,0.53,824.6,4.64,0.05,Dra,0,2015
KOI-2958.01,Hot,rocky-iron,9.13,1.94,2.43,677.8,31.61,0.20,Cyg,0,2015
KOI-2961.01,Hot,rocky-iron,1.51,1.18,1.09,1781.6,3.78,0.05,Cyg,0,2015
KOI-2962.01,Hot,rocky-iron,0.78,0.97,0.83,1539.1,2.17,0.03,Cyg,0,2015
KOI-2963.01,Hot,rocky-iron,4.93,1.65,1.81,788.8,18.22,0.14,Cyg,0,2015
KOI-2963.02,Hot,rocky-iron,1.19,1.10,0.99,1045.8,7.35,0.08,Cyg,0,2015
KOI-2964.01,Hot,rocky-iron,2.53,1.37,1.35,536.8,47.45,0.25,Cyg,0,2015
KOI-2968.01,Hot,rocky-iron,0.34,0.75,0.60,1045.8,10.16,0.09,Lyr,0,2015
KOI-2970.01,Hot,rocky-iron,0.49,0.84,0.69,1379.4,4.82,0.06,Cyg,0,2015
KOI-2971.01,Hot,rocky-iron,0.51,0.85,0.71,1112.7,6.10,0.07,Cyg,0,2015
KOI-2972.01,Hot,rocky-iron,5.16,1.67,1.85,820.5,13.25,0.11,Cyg,0,2015
KOI-2977.01,Hot,rocky-iron,0.37,0.77,0.62,1409.9,2.79,0.04,Cyg,0,2015
KOI-2977.02,Hot,rocky-iron,0.49,0.84,0.69,1240.2,4.14,0.05,Cyg,0,2015
KOI-2980.01,Hot,rocky-iron,2.16,1.31,1.26,1645.7,1.64,0.03,Cyg,0,2015
KOI-2981.01,Hot,rocky-iron,4.72,1.63,1.77,766.3,9.07,0.08,Lyr,0,2015
KOI-2982.01,Hot,rocky-iron,2.16,1.31,1.26,1047.5,4.02,0.05,Cyg,0,2015
KOI-2984.01,Hot,rocky-iron,0.93,1.02,0.89,962.6,11.46,0.10,Cyg,0,2015
KOI-2989.01,Hot,rocky-iron,3.32,1.48,1.52,859.5,6.33,0.06,Cyg,0,2015
KOI-2990.01,Hot,rocky-iron,2.53,1.37,1.35,845.9,11.20,0.10,Lyr,0,2015
KOI-2994.01,Hot,rocky-iron,0.31,0.73,0.59,1267.1,2.03,0.03,Cyg,0,2015
KOI-2995.01,Hot,rocky-iron,16.46,2.24,3.28,1297.8,5.19,0.06,Lyr,0,2015
KOI-2996.01,Hot,rocky-iron,8.24,1.89,2.31,649.2,15.93,0.11,Cyg,0,2015
KOI-3002.01,Hot,rocky-iron,1.05,1.06,0.94,920.6,11.63,0.10,Cyg,0,2015
KOI-3004.01,Hot,rocky-iron,14.11,2.16,3.02,782.2,20.07,0.15,Lyr,0,2015
KOI-3004.02,Hot,rocky-iron,8.24,1.89,2.31,1086.7,7.04,0.07,Lyr,0,2015
KOI-3007.01,Hot,rocky-iron,1.60,1.20,1.11,829.3,11.19,0.10,Lyr,0,2015
KOI-3008.01,Hot,rocky-iron,0.49,0.84,0.69,1541.3,3.00,0.04,Lyr,0,2015
KOI-3009.01,Hot,rocky-iron,1.19,1.10,0.99,1769.2,0.76,0.02,Cyg,0,2015
KOI-3010.01,Warm,rocky-iron,4.02,1.56,1.65,290.6,60.87,0.25,Lyr,1,2015
KOI-3013.01,Hot,rocky-iron,2.47,1.36,1.33,1123.3,3.77,0.05,Cyg,0,2015
KOI-3015.01,Hot,rocky-iron,0.18,0.61,0.47,1231.1,3.61,0.04,Cyg,0,2015
KOI-3017.01,Hot,rocky-iron,0.23,0.66,0.52,1416.4,2.46,0.03,Cyg,0,2015
KOI-3019.01,Hot,rocky-iron,4.40,1.60,1.72,1237.8,4.18,0.05,Cyg,0,2015
KOI-3020.01,Hot,rocky-iron,1.39,1.15,1.05,993.8,10.92,0.10,Cyg,0,2015
KOI-3022.01,Hot,rocky-iron,1.89,1.26,1.19,1267.7,2.76,0.04,Cyg,0,2015
KOI-3022.02,Hot,rocky-iron,1.74,1.23,1.15,1042.7,5.05,0.06,Cyg,0,2015
KOI-3025.01,Hot,rocky-iron,8.77,1.92,2.38,705.2,13.18,0.11,Cyg,0,2015
KOI-3026.01,Hot,rocky-iron,3.02,1.44,1.45,1071.7,3.52,0.04,Lyr,0,2015
KOI-3027.01,Hot,rocky-iron,2.80,1.41,1.41,834.2,6.07,0.06,Cyg,0,2015
KOI-3029.01,Hot,rocky-iron,9.13,1.94,2.43,694.7,18.98,0.13,Cyg,0,2015
KOI-3029.02,Hot,rocky-iron,3.24,1.47,1.50,975.8,6.35,0.06,Cyg,0,2015
KOI-3031.01,Hot,rocky-iron,1.69,1.22,1.14,879.7,7.65,0.07,Cyg,0,2015
KOI-3032.01,Hot,rocky-iron,2.28,1.33,1.29,1884.3,0.64,0.01,Dra,0,2015
KOI-3034.01,Hot,rocky-iron,8.77,1.92,2.38,357.7,31.02,0.16,Lyr,0,2015
KOI-3035.01,Hot,rocky-iron,5.39,1.69,1.89,859.4,21.34,0.15,Cyg,0,2015
KOI-3037.01,Hot,rocky-iron,2.11,1.30,1.25,965.3,5.47,0.06,Lyr,0,2015
KOI-3038.01,Hot,rocky-iron,0.53,0.86,0.72,1756.8,1.50,0.02,Cyg,0,2015
KOI-3039.01,Hot,rocky-iron,0.87,1.00,0.87,727.2,20.35,0.14,Lyr,0,2015
KOI-3040.01,Hot,rocky-iron,4.93,1.65,1.81,1117.6,4.81,0.06,Lyr,0,2015
KOI-3041.01,Hot,rocky-iron,1.65,1.21,1.12,1218.3,5.08,0.06,Cyg,0,2015
KOI-3042.01,Hot,rocky-iron,9.32,1.95,2.45,639.5,31.03,0.20,Cyg,0,2015
KOI-3043.01,Hot,rocky-iron,0.45,0.82,0.67,1233.3,3.09,0.04,Cyg,0,2015
KOI-3048.01,Hot,rocky-iron,0.96,1.03,0.90,987.3,4.73,0.05,Cyg,0,2015
KOI-3049.01,Hot,rocky-iron,2.22,1.32,1.28,456.1,22.48,0.13,Lyr,0,2015
KOI-3050.01,Hot,rocky-iron,1.35,1.14,1.04,1515.6,1.24,0.02,Cyg,0,2015
KOI-3051.01,Hot,rocky-iron,3.09,1.45,1.47,840.2,11.68,0.10,Cyg,0,2015
KOI-3052.01,Hot,rocky-iron,0.66,0.92,0.78,831.3,10.13,0.09,Cyg,0,2015
KOI-3052.02,Hot,rocky-iron,0.64,0.91,0.77,723.8,15.61,0.11,Cyg,0,2015
KOI-3053.02,Hot,rocky-iron,3.17,1.46,1.49,879.4,9.48,0.09,Cyg,0,2015
KOI-3056.01,Hot,rocky-iron,2.22,1.32,1.28,839.3,6.70,0.07,Cyg,0,2015
KOI-3057.02,Hot,rocky-iron,19.91,2.34,3.64,831.1,10.61,0.09,Lyr,0,2015
KOI-3060.01,Hot,rocky-iron,0.29,0.71,0.57,1158.1,6.91,0.07,Dra,0,2015
KOI-3061.02,Hot,rocky-iron,2.47,1.36,1.33,400.0,77.92,0.33,Cyg,0,2015
KOI-3063.01,Hot,rocky-iron,12.80,2.11,2.88,902.9,18.61,0.15,Cyg,0,2015
KOI-3065.01,Hot,rocky-iron,1.02,1.05,0.93,1840.6,0.90,0.02,Cyg,0,2015
KOI-3066.01,Hot,rocky-iron,22.30,2.40,3.87,559.9,24.22,0.16,Cyg,0,2015
KOI-3068.01,Hot,rocky-iron,0.76,0.96,0.82,882.7,3.92,0.04,Lyr,0,2015
KOI-3068.02,Hot,rocky-iron,0.44,0.81,0.66,742.6,6.65,0.06,Lyr,0,2015
KOI-3069.01,Hot,rocky-iron,8.95,1.93,2.40,583.2,43.10,0.24,Cyg,0,2015
KOI-3073.01,Hot,rocky-iron,1.89,1.26,1.19,848.7,7.41,0.07,Lyr,0,2015
KOI-3075.01,Hot,rocky-iron,0.68,0.93,0.79,1198.8,4.77,0.05,Lyr,0,2015
KOI-3077.01,Hot,rocky-iron,6.27,1.76,2.03,893.7,4.10,0.05,Lyr,0,2015
KOI-3077.02,Hot,rocky-iron,4.11,1.57,1.67,734.1,7.56,0.07,Lyr,0,2015
KOI-3083.01,Hot,rocky-iron,0.25,0.68,0.54,859.6,10.18,0.09,Lyr,0,2015
KOI-3088.01,Hot,rocky-iron,2.66,1.39,1.38,1261.1,3.48,0.05,Cyg,0,2015
KOI-3089.01,Hot,rocky-iron,2.47,1.36,1.33,1708.8,0.86,0.02,Lyr,0,2015
KOI-3090.01,Hot,rocky-iron,0.93,1.02,0.89,660.3,3.82,0.04,Cyg,0,2015
KOI-3091.01,Hot,rocky-iron,6.55,1.78,2.07,817.5,17.07,0.13,Cyg,0,2015
KOI-3093.01,Hot,rocky-iron,0.61,0.90,0.76,572.7,29.61,0.18,Lyr,0,2015
KOI-3094.01,Hot,rocky-iron,2.53,1.37,1.35,604.3,4.58,0.04,Cyg,0,2015
KOI-3096.01,Hot,rocky-iron,0.40,0.79,0.64,705.4,14.45,0.10,Cyg,0,2015
KOI-3097.01,Hot,rocky-iron,1.69,1.22,1.14,1144.4,11.92,0.11,Lyr,0,2015
KOI-3097.02,Hot,rocky-iron,0.78,0.97,0.83,1368.8,6.80,0.07,Lyr,0,2015
KOI-3097.03,Hot,rocky-iron,0.66,0.92,0.78,1262.2,8.70,0.09,Lyr,0,2015
KOI-3101.01,Hot,rocky-iron,3.66,1.52,1.58,833.7,14.26,0.12,Cyg,0,2015
KOI-3104.01,Hot,rocky-iron,2.34,1.34,1.30,1606.0,1.24,0.02,Cyg,0,2015
KOI-3105.01,Hot,rocky-iron,0.40,0.79,0.64,916.0,4.21,0.05,Cyg,0,2015
KOI-3106.01,Hot,rocky-iron,1.16,1.09,0.97,1884.0,0.97,0.02,Cyg,0,2015
KOI-3108.01,Hot,rocky-iron,7.91,1.87,2.26,944.2,7.36,0.07,Cyg,0,2015
KOI-3109.01,Hot,rocky-iron,9.32,1.95,2.45,1185.5,10.68,0.10,Cyg,0,2015
KOI-3110.01,Hot,rocky-iron,1.56,1.19,1.10,1223.3,4.48,0.05,Dra,0,2015
KOI-3111.01,Hot,rocky-iron,4.82,1.64,1.79,1223.8,10.77,0.10,Cyg,0,2015
KOI-3111.02,Hot,rocky-iron,1.84,1.25,1.18,1639.5,4.33,0.06,Cyg,0,2015
KOI-3112.01,Hot,rocky-iron,3.57,1.51,1.57,1269.6,2.12,0.03,Lyr,0,2015
KOI-3113.01,Hot,rocky-iron,0.96,1.03,0.90,1002.0,2.46,0.03,Lyr,0,2015
KOI-3114.01,Hot,rocky-iron,0.16,0.59,0.46,1011.5,7.49,0.07,Cyg,0,2015
KOI-3115.01,Hot,rocky-iron,3.17,1.46,1.49,1102.4,5.87,0.06,Cyg,0,2015
KOI-3116.01,Hot,rocky-iron,15.84,2.22,3.21,768.9,23.91,0.17,Cyg,0,2015
KOI-3117.01,Hot,rocky-iron,1.56,1.19,1.10,1194.7,6.07,0.06,Cyg,0,2015
KOI-3119.01,Hot,rocky-iron,1.89,1.26,1.19,575.5,2.18,0.02,Cyg,0,2015
KOI-3120.01,Hot,rocky-iron,2.28,1.33,1.29,1252.3,4.14,0.05,Cyg,0,2015
KOI-3122.01,Hot,rocky-iron,0.53,0.86,0.72,1215.8,8.05,0.08,Cyg,0,2015
KOI-3123.01,Hot,rocky-iron,6.69,1.79,2.09,816.0,15.23,0.12,Cyg,0,2015
KOI-3125.01,Hot,rocky-iron,0.71,0.94,0.80,1458.5,4.45,0.06,Cyg,0,2015
KOI-3127.01,Hot,rocky-iron,1.89,1.26,1.19,979.1,9.71,0.09,Cyg,0,2015
KOI-3128.01,Hot,rocky-iron,2.47,1.36,1.33,819.5,21.24,0.15,Cyg,0,2015
KOI-3130.02,Hot,rocky-iron,0.57,0.88,0.74,886.8,5.65,0.06,Lyr,0,2015
KOI-3131.01,Hot,rocky-iron,2.22,1.32,1.28,809.5,10.93,0.10,Cyg,0,2015
KOI-3136.01,Hot,rocky-iron,0.76,0.96,0.82,1061.7,2.39,0.03,Lyr,0,2015
KOI-3137.01,Hot,rocky-iron,0.55,0.87,0.73,1395.8,1.33,0.02,Lyr,0,2015
KOI-3138.01,Warm,rocky-iron,0.14,0.57,0.44,235.1,8.69,0.04,Cyg,1,2015
KOI-3140.01,Hot,rocky-iron,0.87,1.00,0.87,677.4,5.69,0.05,Cyg,0,2015
KOI-3141.01,Hot,rocky-iron,0.53,0.86,0.72,1271.2,2.32,0.03,Lyr,0,2015
KOI-3142.01,Hot,rocky-iron,25.93,2.48,4.22,763.5,27.94,0.20,Cyg,0,2015
KOI-3144.01,Hot,rocky-iron,2.11,1.30,1.25,429.1,8.07,0.06,Lyr,0,2015
KOI-3145.01,Hot,rocky-iron,4.11,1.57,1.67,851.3,4.54,0.05,Lyr,0,2015
KOI-3145.02,Hot,rocky-iron,1.39,1.15,1.05,1389.3,0.98,0.02,Lyr,0,2015
KOI-3146.01,Hot,rocky-iron,2.66,1.39,1.38,607.5,39.86,0.22,Dra,0,2015
KOI-3147.01,Hot,rocky-iron,1.23,1.11,1.00,526.7,39.44,0.22,Cyg,0,2015
KOI-3158.02,Hot,rocky-iron,0.04,0.39,0.29,817.6,4.55,0.05,Lyr,0,2015
KOI-3158.03,Hot,rocky-iron,0.05,0.40,0.29,740.3,6.19,0.06,Lyr,0,2015
KOI-3158.04,Hot,rocky-iron,0.05,0.42,0.31,688.9,7.74,0.07,Lyr,0,2015
KOI-3158.05,Hot,rocky-iron,0.10,0.51,0.39,642.3,9.74,0.08,Lyr,0,2015
KOI-3165.01,Hot,rocky-iron,1.16,1.09,0.97,1674.9,4.12,0.06,Lyr,0,2015
KOI-3168.01,Hot,rocky-iron,1.43,1.16,1.06,641.2,56.35,0.30,Lyr,0,2015
KOI-3179.01,Hot,rocky-iron,3.09,1.45,1.47,1417.2,5.99,0.07,Cyg,0,2015
KOI-3184.01,Hot,rocky-iron,0.81,0.98,0.85,1423.5,7.55,0.08,Lyr,0,2015
KOI-3184.03,Hot,rocky-iron,0.14,0.57,0.44,1360.7,4.02,0.05,Lyr,0,2015
KOI-3190.01,Hot,rocky-iron,0.31,0.73,0.59,1032.0,8.95,0.08,Cyg,0,2015
KOI-3196.01,Hot,rocky-iron,0.21,0.64,0.50,1382.2,4.96,0.06,Lyr,0,2015
KOI-3196.02,Hot,rocky-iron,0.44,0.81,0.66,1245.5,6.88,0.08,Lyr,0,2015
KOI-3197.01,Hot,rocky-iron,8.95,1.93,2.40,908.7,22.60,0.16,Cyg,0,2015
KOI-3203.01,Hot,rocky-iron,13.05,2.12,2.90,633.2,96.82,0.43,Cyg,0,2015
KOI-3206.01,Hot,rocky-iron,2.94,1.43,1.44,774.0,15.15,0.12,Lyr,0,2015
KOI-3208.01,Hot,rocky-iron,1.89,1.26,1.19,1977.0,2.13,0.04,Cyg,0,2015
KOI-3209.01,Hot,rocky-iron,2.16,1.31,1.26,1016.9,11.91,0.10,Lyr,0,2015
KOI-3214.02,Hot,rocky-iron,10.72,2.02,2.63,1119.6,25.09,0.19,Cyg,0,2015
KOI-3224.01,Hot,rocky-iron,0.13,0.56,0.43,1053.1,3.44,0.04,Lyr,0,2015
KOI-3225.01,Hot,rocky-iron,0.45,0.82,0.67,1243.0,4.88,0.05,Lyr,0,2015
KOI-3232.01,Hot,rocky-iron,7.75,1.86,2.24,1264.2,6.06,0.07,Lyr,0,2015
KOI-3234.01,Hot,rocky-iron,0.40,0.79,0.64,1600.5,2.42,0.04,Lyr,0,2015
KOI-3236.01,Hot,rocky-iron,0.25,0.68,0.54,1123.8,7.13,0.08,Cyg,0,2015
